,text,labels
29,내가바보같은거나도알아넌나없이도잘지내는거같은데난여전히네이름석자에멈칫하고길거리에서널닮은사람만봐도심장이쿵하고내려앉아우리너무좋았었는데,0
30,지독하고길었던첫사랑의끝며칠전너에게완전한끝을전하고나는새벽내내울었어너에게전한내모든말은진심이었어내청춘의한순간에함께있어주어서정말고마웠다고나도널많이좋아했다고그때의우리가그,0
31,사람으로널잊어보려했지만너만큼누군가를사랑할순없더라,0
32,이젠끝난걸아는데더이상넌날사랑하지않는걸아는데자꾸만기대하게돼너의시선이한번더나에게향하진않을까너의마음이다시날봐주진않을까분명서로상처만남은관계였을텐데뭐가그리도그리운건지분명추억이라부를,0
33,엄마추억으로남기엔너무엄마의사랑이희생이내가영원히죽을때까지다시만날때까지기억할게우리엄마내엄마지금쯤바보같은딸그만지켜보고아프지않은곳에서훨훨날아다니길,0
34,영원히변하지않는것도없고영원히지킬수있는것도없어이걸인정하지않는다면남는건미련뿐이야,0
35,진짜내겐다신없을그럴그때의너와함께했던추억들그리워말고추억으로묻어둘게지금처럼계속행복하게지내그땐어려서바보같이상처를줬는데그래도몇년은지났고또몇년이지나서나중엔널한번더마주치고싶다,0
36,추억에서감정을빼면기억이랬다근데도저히감정이사라지지않는다기억으로바꾸고싶어미치겠는데그기억에자꾸감정을담고있다감정과정은비슷하게생긴글자지만전혀다른세계더라이제겨우정으로돌려놨나싶었는데감정,0
37,되돌리기엔너없이지나간계절과그수많은밤수많은아침이나를스쳐지나갔다널생각하면이젠눈물대신마음속어딘가에맺혀있고널잊을용기는나지않아그저마음속에고이맺힌널담아둔다,0
38,제가차고헤어지고나서는하나도안힘들었어요해방된느낌이었구요학원가고숙제하고친구들이랑놀러다니면시간이훅훅가서평생이렇게안힘들것같았어요전전남친도전전전남친도모두이별하고힘든적이없었거든요그래서헤어지고,0
39,새벽마다내가보고싶어서죽겠다던너패딩지퍼안올리고있으면춥다고손수올려주던너산책하거나걷다가힘들어서가로등이나신호등에기대면지지라고더럽다고안아주며네품을내어주던너음식시키고내가맛이별로라고하면네,0
40,언젠간내곁을떠날사람그사람이떠나가면그리워하지말자그냥단지행복하고좋았던추억으로만남기자슬퍼하지말자그그리움에묶여살지말자매일다짐하지만그사람을그리워하며고통스러워할것같은내모습이빤히보여서,0
41,전남친못잊어서엄청그리워하고있었는데이플리듣고진짜그만놓아줘야겠다라고생각함,0
42,나는너를사랑으로추억할거야넌나를어떤형태로추억하는지알고싶어,0
43,나는바보같던너의모습을그리워하는게아니라바보같던너를사랑하면서행복해하던내모습을그리워하는거야살면서이렇게사랑받은적없었으니까그냥그순간에내가웃고있으니까행복했으니까속상하거나힘들때마다그추억들이생각나,0
44,잊는다는거보단가슴한켠에묻고살아가는표현이맞는거같다많이사랑했었어,0
45,널생각하면눈물이흐르지않는정도까지왔는데왜코끝에찡한느낌은사라지지않을까,0
46,같이했던추억모두를후회로바꿔서기억하지는말아요그사이사이행복했던내자신이기억속에서부정당하는게더아프더라구요,0
47,사랑했었다고말하기엔난아직도널좋아해,0
48,나만널좋아하는게아니고너도날좋아했고나만하는줄알았던고민들도너도나때문에고민하고나만너한테상처받은줄알았는데너도같이받았고나만너때문에울고있는줄알았는데너도나때문에울고우린모든걸함,0
49,그리움은좋았던기억에서피어나는감정이래그좋았던기억들을추억으로포장해서서로잘간직하자꼭행복했으면좋겠어,0
50,내가진짜많이좋아했는데끝내너한테말못하고우리헤어진다그치너도눈치챘었음좋겠다내가너되게좋아했는데막상아무도모르면되게슬플것같아비록지금은내가힘들겠지만우리꼭나중에웃으면서만나자그러니깐너,0
51,너무너무사랑했고나는정말후회없이사랑했어다시볼수있으면좋겠지만그렇지못하더라도난괜찮아너는내기억속에정말선명하게남겨져있으니까널만난모든시간들에감사하고너를좋은추억으로남길것을약속할게앞으,0
52,작년추운겨울이올때쯤헤어졌었는데이제너가없어지고두번의겨울이지나고있네항상이시기만되면너가더생각나너도가끔은생각났으면좋겠다잘살고있지나도최대한열심히살고있어순간의선택으로남이되버린우리아,0
53,언젠간나도너처럼우릴끊어내고추억으로묻어둘수있게되면좋겠다난우리의추억너와의시간널사랑하던내모습이런것들이그리운게아니라그냥너네자체를사랑해그래서더지우기가힘든가봐그냥밤이되고,0
54,새벽에잠오는거참아가면서너랑연락할때진짜좋았는데,0
55,잠시였지만내사람이되어줘서고마워,0
56,너를만난시간보다너를그리워한시간이더길어졌을때,0
57,참지긋지긋했다우리오늘방정리를하다가너랑내가찍었던사진이나왔어우리헤어져도몇번이고다시만났던것처럼우리는결코헤어질수없는인연이라고그래서차마버리지못해구석에깊히숨겨놓았던사진이더라고이제,0
58,미안해이말한마디전하고싶었을뿐인데우리는이미너무멀어져있네앞으로도변하는건없을거야너는너대로나는나대로각자인생을걸어가게되겠지그러다혹시아주혹시라도우리가마주치는날이있다면너는나를피하지않아줄까우리가인사를,0
59,우리사이는가위와풀같았다넌늘우리사이를잘라냈고나는조각들을이어붙이는역할이었다넌날너무쉽게잘라냈고난최선을다해이어붙였다근데풀을너무많이덧발라서인지우리둘은울어있었고난풀의역할을그만두고가위질을했다넌늘가위가,0
60,내가할수있는건그때의우리를기억하는것뿐이야난네이름석자에여전히무너지구나,0
61,어디서봤는데잘부른노래에는칭찬이달리지만마음을울리는명곡에는사연이달린다고하네요,0
62,한번만진심으로안아주라,0
63,마지막에널그렇게보내는게아니였는데날가장아껴주던너였는데내가너에게너무큰상처를주고떠난것같아시간이지난지금도너무미안해분명먼저떠난건난데왜이렇게너가그리운지모르겠어되게후회중인데애써아니라고부정하,0
64,가끔행복하고자주우울한너에게소중한사람아아프지만말아줘,0
65,내가얼마나망가졌을까시간을다시되돌릴수있다면널만나기전으로돌아가고싶다그때내가너무그리워,0
66,세상에서가장슬퍼질때는추억을만들어준사람이추억이될때빈자리의그공허함을감히어떻게채울수있을런지,0
67,안아줬던날정말행복했는데,0
68,분명내옆에사랑하는사람이있는데도불구하고이플리듣고댓글보면서예전여러추억들회상하는걸보면잊히는게아니라무뎌진다는말이맞는것같다지금내옆의소중한사람잘지켜야겠다다신잃지않게,0
69,다시는너같은사람못만날것같다놓치지싫다근데놓아줘야하는이상황이미치도록괴롭다죽을때까지널잊지못할거야나보다행복하게살길,0
70,내가나약한사람이라그래약해질때마다너를찾아서미안해힘들때마다먼저떠오르는게너여서미안해추억으로남길게다시되돌아가지못한다는거너무잘알아인생에잠깐스쳐지나간바람아너는참으로도맑고꼭쥐고싶었다,0
71,여기서당신을그만놓아버리면그렇잖아도희미한당신의얼굴을나그만잊게될까봐당신을놓을수가없습니다나의고집인걸알아요당신은더이상어디에도존재하지않음을나누구보다도잘알아요그럼에도당신을기억하려하지,0
72,그리움에지쳐버리면추억이된다나는아직지치지않는걸보니널그리워하나보다,0
73,내가없어도널좋아해주는사람은많은데네가없으면날좋아해주는사람이없어날아무조건없이좋아해주던너를그리워하는게맞을까추억으로넣어두는게맞을까,0
74,오랜만에누군가를좋아한다는감정을깨닫게해줘서나도아직누군가를이렇게까지좋아할수있구나를알게해준너가너무좋고고맙지만추억으로남길게너무추억이그리워지면언젠가다시만나면좋겠다내욕심은여기에남기고갈,0
75,저거제목완전나한테필요했던말임미련엄청가지고있었는데그냥추억으로생각하려니오히려속이후련해지네다시연락해볼까도해봤고내스토리보는지도수시로확인하고해도달라지는게없을것같다고말하던친구들의말조차,0
76,누군가를그리워해볼까하다내자신이가장그립다는걸알았다다시는돌아오지않을학창시절속앳된모습의내가그때는몰랐지어른이된내모습은어떨지그다지많은나이도적은나이도아닌지금의나이언제이렇게,0
77,내가너무좋아했던사람아나를좋아해줘서고마웠어결국우린잘되지는못했지만내첫사랑이슬프게끝났지만썸이라도설레이고좋았어좋은추억만들어줘서고맙고조금은미워할게,0
78,고마운사람아나는너에게고마운사람이었더냐미안하다말하는지금의나는너의미안하다는말만기다렸었고오만과교만으로너의사랑을즐겼다너의순수함을사랑했고너의세상을바라보는눈을사랑했다함께나눈이야기들은너무시시껄렁한얘,0
79,덧셈도서툴던어린시절뛰어놀던그공기와시간장소그리고친구들이아직도그리워요지금은각자하고픈일을찾아열심히살고있겠지만저혼자서그시골의서늘한저녁공기에머물러있었는지도모르겠네요함께해가뜨는걸,0
80,덜도말고더도말고딱겨우감당할수있을만큼의그리움을불러일으키는플리,0
81,그때의우리가조금더성숙했더라면지금의우리는달랐을까,0
82,되돌리기엔이미늦어버린걸알지만그추억속에서나올수없는내상태를넌알까진심으로나보다좋은사람을만나길바랬어좋은사람만나는거같더라년동안좋은사랑을알려줘서고마워멀리서항상행복하길기도할께,0
83,이젠그때의우리를어디에서도볼수없네한번만더보고싶다정말매일이행복했는데,0
84,보고싶다그러면안될사람을보고싶어하는것같아그치만너무보고싶다우리가함께였던그때가그리워날좋아해주던너가그립다잊을수가없어나를향하던너의눈빛우린결코한이유때문에어쩔수없이헤어졌다지만돌이켜보면결국그건,0
85,죽도록사랑하고어쩔수없이헤어져다른사람으로겨우이제정말잊고살았는데년만에보는모르는번호로그리고익숙한목소리로전화가왔다어떻게그냥생각나서전화했다는말로한순간에그동안내노력을다박살낼수있는,0
86,추억으로남길수없을만큼그사람이그리우면어떡해요너무그리워서잠도못자겠고너무보고싶은데,0
87,너때문에참많이울고힘들었어사실지금도그런데이젠눈물은안나오더라그때의니가그리워서마냥추억으로는못둘것같아좋았지만다시꺼내보지못하는상자가되버렸네보고싶다,0
88,몇년이지나도아직도그립다날사랑해주던너날아껴주던너항상진심으로대했던너그누구보다믿음을줬던너나만바라본너다시그때로돌아간다면후회하지않을텐데보고싶다많이,0
89,잔나비의주저하는연인들을위해라는노래중에또다시그날이온대도우리서둘러뒤돌지말아요라는가사가있어요그땐그가사를들으며나도우리도언젠가끝나겠지만저렇게서로의안녕을빌어주며찬찬히멀어지고싶다고생각했,0
90,오늘년만난여자친구와헤어지고왔네요아직좋아하는데주어진상황이서로에게힘들어져헤어지자고말했어요대의절반을그녀와함께보내서그런지잊기힘들고온통공허함으로가득하네요저잘이겨낼수있겠죠좋은일있,0
91,추억으로남기기엔그추억인당신을너무나도그리워할것같습니다그러니그냥추억으로도남기지도그리워하지도않겠습니다,0
92,정말사랑했었다그렇게살았고치열하게시간보내다보니내옆엔너아닌내사람과내아이가내옆에있더라널사랑했지만지나간너에게미련은없다나이가하나씩채워지니어릴땐모든게다갖고싶었는데나이들수록하나씩버리는게일이네,0
93,내가너말고또다른누군가를이렇게좋아할수있을까,0
94,저도누군갈정말그리워했어요추억으로못남길까걱정될정도로요하지만시간이약이라는말이정말맞아요이젠그저예쁜추억이에요물론그때로돌아가고싶기도해요그땐정말순수했으니여러분걱정하지마세요시간이모든,0
95,안녕내첫사랑이제널잊고너의흔적에도무너지는거그만할게잘살아부디한번씩은내생각해줬으면하는내욕심도남기고갈게,0
96,시간이지난지금생각하면마음이좀아릴뿐이야아쉽다라는감정이들때도종종있지만분명그순간만큼은노력했었어그때나로썬그게한계였다고생각해직접마음을주지못했던것도주변을맴돌았던것도바라만봤던것도그때나에겐그냥너,0
97,년의우리사랑이오늘로끝났다너와의추억은시간이약이란것처럼시간이지나면다지워질까년의추억을난잊을수있을까사랑했어고마워잘가,0
98,그기억들을가진건세상에딱둘뿐인데내가아까워서어떻게잊나요그걸,0
99,내가먼저손잡았을때믿을수없단표정으로설레어하던너의표정몸짓나를보던눈빛이문득떠오르면가슴이아파잘지내라고말했지만사실은네가정말많이슬퍼했으면많이후회했으면좋겠어너가항상위인자존심쎈,0
100,아빠저멀리서잘지내아프지말고내가마음이많이나으면그때찾아갈게내꿈에나와줘보고싶다,0
101,잘살아라나는너보다더잘살거야,0
102,너를열렬히사랑하던내모습이너무나도좋았었어근데이제는아닌것같아너를사랑하다보니내가없어진것같아너를사랑하는내모습이너무지쳐보여이제우린어떻게해야할까,0
103,첫사랑은잊지못한다는말널만나기전까지무슨말인지몰랐어내첫여자는아니였지만내첫사랑이되어줘서너무고마워앞으로잘지내길바래,0
104,우리는그냥아무것도아니였던거야,0
105,후회는다음결정에지장만남기니까이경험은다음결정할때의올바른재료가되었으면,0
106,그리워말고추억으로지금나한테필요한말ㅜㅜ추억인걸아는데계속생각하고그리워하고추억으로남기는방법메뉴얼이있었으면좋겠다,0
107,미안해아직은너를추억으로남겨두기엔힘들어우린서로에게너무이기적이야근데이제기대같은건없으니너가무슨짓을해도서운하진않더라많이바뀐너의말투행동같은한때는날서운하게했던너의모습들말이야난아직,0
108,너를처음본순간순수한여자였고때묻지않고항상고맙다고감사하다고얘기를해주는너의모습이더욱더빛나게해주었지너는나에게등대였고내가방향을잃을때언제든손을잡아주었지나는너에게사랑한다는말을많이못한것같은데,0
109,나첫사랑을기억할때상대방이모습이아닌그떄의나의모습이기억난다순수했던길거리카페영화여행그모든데이트그때의풍요롭지않던데이트와경제적사정이였지만마음만은가장풍족했던초반이였다첫사,0
110,누구에게나잊을수없는사랑은있다더라그때너를진심다해사랑했던나나를만나면서달라지려노력해가던너우리가같이보냈던년이란시간안에모든것들이다사랑이라서너무너무그리워그때그사랑이그리워,0
111,추억은항상그리운법이지,0
112,자존감낮은나를좋아해줬던너가족말고다른사람이날정말좋아해주고있다는게느껴졌던너,0
113,추억으로남기기엔내기억속엔너무나생생한데나라도그리워하면안되는걸까내가기억하지않으면마치없었던일이되는데그러기엔내겐너무소중한시간들이었어미련하다고과거를잊지못한다고해도괜찮아아팠던기억이든좋았던기억이든내겐그,0
114,나중에우리가우연히다시마주할때내가너를몰라볼정도로너도나를안볼정도로이전보다더행복한모습으로살고있었으면좋겠다,0
115,계속찾게되는플레이리스트최근첫사랑이랑이별했는데처음으로함께한게너무많았고앞으로도하고싶은데정말많았는데이제더이상추억을만들지못하는게정말슬프네요사랑이란걸제대로느끼게해준친구라서잊는거조차도쉽지않,0
116,나너진짜좋아했다내가이렇게짝사랑을진심으로해본것도처음이고남앞에서자존심깎아가면서누군가를좋아해본적도없는데그냥네가처음이었어몇개월동안열심히좋아했는데내마음알아줄수있으면좋겠는데나너처음,0
117,아직중밖에안된어린나이지만잠시만멍을때리면예전생각이난다초등학교때일친구들과놀았던때코로나이전에상황들심지어는그냥예전에그느낌말로는표현하기어려운지나온날들에느낌그느낌이너무,0
118,잊는다는게말로는진짜쉬운데어느순간다시계속해서생각나요그사람이랑헤어진지년반이넘어가는데도요아직도연락하고싶고사랑한다말하고싶고보고싶어서안달나고다른여자와있으면질투도난다고표현하고싶어요매일밤마다,0
119,그사람이꼭너가가장사랑한사람이였으면좋겠다넌늘나라고말했지만난그런널만날놈이아니였던거같다내가마저주지못한소중함과사랑을모두그사람에게받기를난년이란시간을모두받기만했으니꼭잘,0
120,사람이사람을좋아할때어디까지우울하고비참해질수있는지알게해준사람이에요그럼에도놓지못하는사람이있단것도요,0
121,너의밤은부서지기쉽고가끔은밤새가라앉기도해그걸보는내마음은너를따라헤매어요나를찾지않아도돼요나는여기옆에있으니뒤척이는밤일거라면내밤이라도가져가줘요잠든숨소리는파도같아요그런밤바다는무섭지않아요기대어잠,0
122,진짜처음으로사랑이란감정을진지하게느끼게해주고알려준너를이제는추억으로기억해야한다는게너무슬퍼너랑함께한시간들이얼마나황홀한꿈인지깨어났더니너무내자신이비참하더라지금은널생각하면마음이아프지만나중에널생,0
123,스쳐가듯지나가는인연이었을지라도나는네게늘진심이었어여전히많이아쉽고서럽고미워그리고그리워그렇지만서로가모자라고맞지않았던것이기에그랬을거라믿을게그리고여러마음속에서진심한톨쯤은있었을거,0
124,인연이라면한번더널스쳐지나갔으면좋겠다시간이어느정도흐른거같은데아직너가가끔생각나는거보면너는정말좋은사람이였나봐그런너가옛날에나한테만보여줬던표정몸짓애교를볼수가없다는게조금아쉬운거같아이별을,0
125,거리를걸어도물을마셔도너가떠올라잠에들어도잠에서깨는순간에도너가생각나는데아직널이렇게나그리워하는데우린다시그때로돌아갈수없겠지년전나를사랑해주던너는더이상찾을수없으니까너가행복했으면하지만,0
126,너를다시좋아하기엔너무늦었어년동안너를잊으려고별짓을다했어너만그렇게먼저이별하면나는어떡하라고나는누구한테기대라고나는너아니면안되는데왜먼저마음을정리한거냐고지금돌아보면내가잘못한게너무난너가,0
127,아름다운만큼괴로웠지만지나고보니너무나도이쁜기억만남았네진짜너무이뻤다너덕분에난어리다는걸알았어성숙해질게고마웠어나의짝사랑소녀,0
128,며칠을우울이라는이름의짙은파랑속에잠겨있다가나온뒤우연히이플리를다시찾게되었습니다살면서정말이런우울은처음이었습니다무기력이나를감싸고얼굴은웃어도마음은계속울더군요그리고그울음을외면하고,0
129,첫사랑을년째잊지못하는내가밉고잘사는척을하는내가밉고아직도너가웃는걸보면가슴이아픈내가싫고너가내가아닌다른사람을바라본다는게싫어고등학생이면공부해야되는데너생각밖에안나서미치겠다근,0
130,아빠보고싶어가끔씩자주그리워해도될까,0
131,머리는추억인데가슴은그리움인거,0
132,그추억이너무그립고아프기때문에,0
133,언젠가다시만날때서로를보면서미소를지어줄수있는그날이오길바래날원망하던그날의기억이다지워졌다는듯이환하게웃어주길바래그래도내마음한켠에자리잡고있는미안함은아마평생없어지지않을거야분명그땐서운,0
134,널놓쳐버린걸너무나도후회하고있어넌어쩜그렇게잊는게빠른건지너무서운해니말대로난정이너무많은거같아니가전에해줬던말있잖아그거덕에난사랑했던사람을잊을수있었고근데이제그런말을해줄사람이,0
135,추억으로남기기엔너무너무그리워,0
136,긴말필요없을것같아딱나만큼만너도날그리워하고날추억했음좋겠어난그것만으로도널미워하지않을수있어,0
137,다들있을때잘합시다잃고후회하지말고,0
138,너는내게추억이될거야나는이제너만기다리면서살지않아나도앞으로나아가려고해여전히보고싶지만이미끝난거란걸알고있고돌아갈수없다는것도알고있고더이상나한테오지않을거라는것도알아이제야알겠어안녕,0
139,우리의에피소드는막이내렸다그저다시돌려볼수있기만하면충분하다정말그정도면충분하다,0
140,정말마지막으로널보고싶어널만나면그동안고마웠다고미안했다고사랑했다고그냥모든시작이너라서행복했고즐거웠다고그냥그렇게얘기해주고싶어너가있었기에지금의내가있다고그러니까모든게니탓이라며울지말라고안아주고,0
141,넌나에게너무나도거창했었어그래서더고마웠고그래서더미안했고그래서더그리운거였나봐너와함께했던소소한것들의떨림들이사실아직까지도정말많이그리워,0
142,몇년이지나도그후회되는마지막을놓지못하겠다나도널추억으로만간직하고싶은데나만널그리워하는거같아,0
143,너를추억으로남길수있어서너무다행이야그때의내가너를누구보다사랑하게해줘서따뜻한감정을들게해줘서고마워너정말좋은사람이였어그러니다른사람만나도부디행복만했으면좋겠다앞으로너무힘들어하지말고그냥가끔안부,0
144,어제그친구에게제발나와헤어지지말아달라고울면서매달렸어요인생을살아오면서누군가에의해그렇게아파본적도없었고그렇게행복해본적도없었기때문에더놓치기싫었나봐요자존심같은거다버리고어떻게든잡고싶어,0
145,아직도너와의시간들이어제의일처럼생생해너가없이도잘지내는시간들이부쩍늘었지만가끔씩네생각에잠기곤해정말많이보고싶다하지만이제다시는그럴수없다는걸알아잘지내줘가끔씩또네생각에잠길때면그때만나러,0
146,그러나추억은곱씹어그리움이되는걸,0
147,보고싶다라말하는너의목소리가너무나도그립다,0
148,봄같은사람을만나고꽃같은사랑을하길진심으로바랍니다,0
149,나의살에너가있어서난좋았어누군가를나보다도중요하게여기고사랑할수있다는걸알려줘서그런경험을하게해줘서고마워힘겹게헤어짐을이야기하는너를보는데그때그상황에서는난너무맘이아팠,0
150,서로안맞아서헤어졌지만사실은너무나잘맞는사이였을지도몰라오랜시간이라면오랜시간동안우리가만날수있었던이유는서로를사랑했기때문일테니까그러니까더더욱서로의행복을빌어야겠지지금당장은너무도힘들고힘들지만우린,0
151,사실우리가했던모든경험이긴꿈은아니였을까그랬었다면내가너랑끝난다음날아침눈에눈물이났던걸핑계될수있었을텐데꿈이였다면너무서로의기억에오래남지는않았으면,0
152,잘지내지마날잊지마나와함께했던걸다른사람과공유하지마계절을함께보낸너가벌써다른사람과의계절로채워가려한다니사람바보만드는거참쉽다내가상처라는감정을느끼게하기싫다며어떻게그렇게쉽게변해혹여,0
153,그냥니가너무보고싶어,0
154,널만난시간은한달남짓두달도안되는데왜나는달가까이지금도힘들까얼마나오래만났는가보다얼마나나의마음을크게주었는가가중요한가보다,0
155,우리가서로의첫사랑이였으면좋겠었는데,0
156,정말이젠정말그리워하지않을게요사실아직도그때만생각하면누군가내마음을쥐어짜는것같아요사실괜찮지않아요다시그때로돌아갈수있다면바꾸고싶어요그럼지금의우리가조금은괜찮지않았을까요,0
157,한사람이올린영상에사람들이노래들으면서각자경험도공유하고서로공감해주는거뭔가감동적이고좋다ㅋㅋㅋㅋ,0
158,보고싶다내인생남은기간딱한번이라해도좋으니딱한번만보고싶다당신과함께하고싶은일들투성이인데물어보고싶은것들투성이인데마음이찢어질듯이아프다당신이행복했으면아프지말고건강했으면그렇다면나의모든불행도,0
159,내삶에와줘서고마워헤어지더라도오빠는평생못잊을거야내고마운사람오빠도같은마음이길바래많이사랑해,0
160,그리워하지않기에는그시절이너무나도행복해서행복해서한껏웃던내가떠올라,0
161,어떻게그래너가내십대의전부인데,0
162,이상하게나는널사랑한적이그닥없는것같아근데이젠너만생각나는걸보니나도모르게사랑했나봐의미없다고생각했었던너와의시간들이그리워잘모르겠어뭐가내진심일지너랑얘기를좀더오래하고싶을뿐인데,0
163,시간이지나면잊혀지긴하더라근데잊혀져갈때마다내가너를잊는다는게참싫고너도날잊어가겠지라는생각때문에미치겠고슬프더라,0
164,고때처음으로만나살에크게싸우고그뒤론더이상널만나지않았을때년뒤너가나한테먼저연락했지넌나한테내가소중하다고년동안생각많이했다고나에게넌첫사랑이라고난그때너무바빴으며학업에정신이없어서,0
165,그저의지할곳이필요했던건데이젠어둠속에혼자남겨져버렸어,0
166,내가그리워하는건너일까그냥그때추억일까,0
167,너가그립다진짜행복했는데한여름밤에꿈같네모든게아직도뭔가기대를하고있는게참어차피다시안돌아올거아는데도잊고싶다오랜만에느껴보는아픔이라감당이안되네,0
168,이플리를들으며댓글을읽었는데잊은줄알았던첫사랑이떠올라갑자기눈물이나울었습니다생각을안하려하지만떠오르는건어쩔수없나봅니다잊고싶지만그때의나는너무행복했습니다돌아갈수있으면돌아가고싶네요하지만다들이,0
169,솔직히너가너무많이보고싶다근데넌새사람과행복해보이더라너가잘지내는모습보니까좋으면서한편으로는너무속상하기도해우린결국인연이아니었던걸까아님다시만날수있는인연일까매일이런생각하면서잠에들,0
170,같이시간을보내던작은방도함께걷던거리도너의집앞도같이타던버스도다보기싫고미워지는날이있더라그마음이돌고돌아나마저미워질때그제서야지나치게차갑던나를반성할수있었던것같아마음을주,0
171,그래현실을받아드려야지힘들겠지만,0
172,잊고싶어도못잊는다잊으면아무도모르니까나라도알아야지이추억속에서평생숨쉬고싶다,0
173,아픈글을적은많은이들이지금은웃으며자신이썼던글을읽을수있었으면좋겠네요저도년정도지나면그럴수있겠죠,0
